country,date,cases
chile,03/02/20,0
chile,04/02/20,0
chile,05/02/20,0
chile,06/02/20,0
chile,07/02/20,0
chile,08/02/20,0
chile,09/02/20,0
chile,10/02/20,0
chile,11/02/20,0
chile,12/02/20,0
chile,13/02/20,0
chile,14/02/20,0
chile,15/02/20,0
chile,16/02/20,0
chile,17/02/20,0
chile,18/02/20,0
chile,19/02/20,0
chile,20/02/20,0
chile,21/02/20,0
chile,22/02/20,0
chile,23/02/20,0
chile,24/02/20,0
chile,25/02/20,0
chile,26/02/20,0
chile,27/02/20,0
chile,28/02/20,0
chile,29/02/20,0
chile,01/03/20,0
chile,02/03/20,0
chile,03/03/20,1
chile,04/03/20,1
chile,05/03/20,4
chile,06/03/20,4
chile,07/03/20,4
chile,08/03/20,8
chile,09/03/20,8
chile,10/03/20,13
chile,11/03/20,23
chile,12/03/20,23
chile,13/03/20,43
chile,14/03/20,61
chile,15/03/20,74
chile,16/03/20,155
chile,17/03/20,201
chile,18/03/20,238
chile,19/03/20,238
chile,20/03/20,434
chile,21/03/20,537
chile,22/03/20,632
chile,23/03/20,746
chile,24/03/20,922
chile,25/03/20,1142
chile,26/03/20,1306
chile,27/03/20,1610
chile,28/03/20,1909
chile,29/03/20,2139
chile,30/03/20,2449
chile,31/03/20,2738
chile,01/04/20,3031
chile,02/04/20,3404
chile,03/04/20,3737
chile,04/04/20,4161
chile,05/04/20,4471
chile,06/04/20,4815
chile,07/04/20,5116
china,22/01/20,548
china,23/01/20,643
china,24/01/20,920
china,25/01/20,1406
china,26/01/20,2075
china,27/01/20,2877
china,28/01/20,5509
china,29/01/20,6087
china,30/01/20,8141
china,31/01/20,9802
china,01/02/20,11891
china,02/02/20,16630
china,03/02/20,19716
china,04/02/20,23707
china,05/02/20,27440
china,06/02/20,30587
china,07/02/20,34110
china,08/02/20,36814
china,09/02/20,39829
china,10/02/20,42354
china,11/02/20,44386
china,12/02/20,44759
china,13/02/20,59895
china,14/02/20,66358
china,15/02/20,68413
china,16/02/20,70513
china,17/02/20,72434
china,18/02/20,74211
china,19/02/20,74619
china,20/02/20,75077
china,21/02/20,75550
china,22/02/20,77001
china,23/02/20,77022
china,24/02/20,77241
china,25/02/20,77754
china,26/02/20,78166
china,27/02/20,78600
china,28/02/20,78928
china,29/02/20,79356
china,01/03/20,79932
china,02/03/20,80136
china,03/03/20,80261
china,04/03/20,80386
china,05/03/20,80537
china,06/03/20,80690
china,07/03/20,80770
china,08/03/20,80823
china,09/03/20,80860
china,10/03/20,80887
china,11/03/20,80921
china,12/03/20,80932
china,13/03/20,80945
china,14/03/20,80977
china,15/03/20,81003
china,16/03/20,81033
china,17/03/20,81058
china,18/03/20,81102
china,19/03/20,81156
china,20/03/20,81250
china,21/03/20,81305
china,22/03/20,81435
china,23/03/20,81498
china,24/03/20,81591
china,25/03/20,81661
china,26/03/20,81782
china,27/03/20,81897
china,28/03/20,81999
china,29/03/20,82122
china,30/03/20,82198
china,31/03/20,82279
china,01/04/20,82361
china,02/04/20,82432
china,03/04/20,82511
china,04/04/20,82543
china,05/04/20,82602
china,06/04/20,82665
china,07/04/20,82718
colombia,22/01/20,0
colombia,23/01/20,0
colombia,24/01/20,0
colombia,25/01/20,0
colombia,26/01/20,0
colombia,27/01/20,0
colombia,28/01/20,0
colombia,29/01/20,0
colombia,30/01/20,0
colombia,31/01/20,0
colombia,01/02/20,0
colombia,02/02/20,0
colombia,03/02/20,0
colombia,04/02/20,0
colombia,05/02/20,0
colombia,06/02/20,0
colombia,07/02/20,0
colombia,08/02/20,0
colombia,09/02/20,0
colombia,10/02/20,0
colombia,11/02/20,0
colombia,12/02/20,0
colombia,13/02/20,0
colombia,14/02/20,0
colombia,15/02/20,0
colombia,16/02/20,0
colombia,17/02/20,0
colombia,18/02/20,0
colombia,19/02/20,0
colombia,20/02/20,0
colombia,21/02/20,0
colombia,22/02/20,0
colombia,23/02/20,0
colombia,24/02/20,0
colombia,25/02/20,0
colombia,26/02/20,0
colombia,27/02/20,0
colombia,28/02/20,0
colombia,29/02/20,0
colombia,01/03/20,0
colombia,02/03/20,0
colombia,03/03/20,0
colombia,04/03/20,0
colombia,05/03/20,0
colombia,06/03/20,1
colombia,07/03/20,1
colombia,08/03/20,1
colombia,09/03/20,1
colombia,10/03/20,3
colombia,11/03/20,9
colombia,12/03/20,9
colombia,13/03/20,13
colombia,14/03/20,22
colombia,15/03/20,34
colombia,16/03/20,54
colombia,17/03/20,65
colombia,18/03/20,93
colombia,19/03/20,102
colombia,20/03/20,128
colombia,21/03/20,196
colombia,22/03/20,231
colombia,23/03/20,277
colombia,24/03/20,378
colombia,25/03/20,470
colombia,26/03/20,491
colombia,27/03/20,539
colombia,28/03/20,608
colombia,29/03/20,702
colombia,30/03/20,798
colombia,31/03/20,906
colombia,01/04/20,1065
colombia,02/04/20,1161
colombia,03/04/20,1267
colombia,04/04/20,1406
colombia,05/04/20,1485
colombia,06/04/20,1579
colombia,07/04/20,1780
congo,09/03/20,0
congo,10/03/20,0
congo,11/03/20,0
congo,12/03/20,0
congo,13/03/20,0
congo,14/03/20,0
congo,15/03/20,1
congo,16/03/20,1
congo,17/03/20,1
congo,18/03/20,1
congo,19/03/20,3
congo,20/03/20,3
congo,21/03/20,3
congo,22/03/20,3
congo,23/03/20,4
congo,24/03/20,4
congo,25/03/20,4
congo,26/03/20,4
congo,27/03/20,4
congo,28/03/20,4
congo,29/03/20,19
congo,30/03/20,19
congo,31/03/20,19
congo,01/04/20,19
congo,02/04/20,22
congo,03/04/20,22
congo,04/04/20,22
congo,05/04/20,45
congo,06/04/20,45
congo,07/04/20,45
congo (brazzaville),22/01/20,0
congo (brazzaville),23/01/20,0
congo (brazzaville),24/01/20,0
congo (brazzaville),25/01/20,0
congo (brazzaville),26/01/20,0
congo (brazzaville),27/01/20,0
congo (brazzaville),28/01/20,0
congo (brazzaville),29/01/20,0
congo (brazzaville),30/01/20,0
congo (brazzaville),31/01/20,0
congo (brazzaville),01/02/20,0
congo (brazzaville),02/02/20,0
congo (brazzaville),03/02/20,0
congo (brazzaville),04/02/20,0
congo (brazzaville),05/02/20,0
congo (brazzaville),06/02/20,0
congo (brazzaville),07/02/20,0
congo (brazzaville),08/02/20,0
congo (brazzaville),09/02/20,0
congo (brazzaville),10/02/20,0
congo (brazzaville),11/02/20,0
congo (brazzaville),12/02/20,0
congo (brazzaville),13/02/20,0
congo (brazzaville),14/02/20,0
congo (brazzaville),15/02/20,0
congo (brazzaville),16/02/20,0
congo (brazzaville),17/02/20,0
congo (brazzaville),18/02/20,0
congo (brazzaville),19/02/20,0
congo (brazzaville),20/02/20,0
congo (brazzaville),21/02/20,0
congo (brazzaville),22/02/20,0
congo (brazzaville),23/02/20,0
congo (brazzaville),24/02/20,0
congo (brazzaville),25/02/20,0
congo (brazzaville),26/02/20,0
congo (brazzaville),27/02/20,0
congo (brazzaville),28/02/20,0
congo (brazzaville),29/02/20,0
congo (brazzaville),01/03/20,0
congo (brazzaville),02/03/20,0
congo (brazzaville),03/03/20,0
congo (brazzaville),04/03/20,0
congo (brazzaville),05/03/20,0
congo (brazzaville),06/03/20,0
congo (brazzaville),07/03/20,0
congo (brazzaville),08/03/20,0
congo (kinshasa),22/01/20,0
congo (kinshasa),23/01/20,0
congo (kinshasa),24/01/20,0
congo (kinshasa),25/01/20,0
congo (kinshasa),26/01/20,0
congo (kinshasa),27/01/20,0
congo (kinshasa),28/01/20,0
congo (kinshasa),29/01/20,0
congo (kinshasa),30/01/20,0
congo (kinshasa),31/01/20,0
congo (kinshasa),01/02/20,0
congo (kinshasa),02/02/20,0
congo (kinshasa),03/02/20,0
congo (kinshasa),04/02/20,0
congo (kinshasa),05/02/20,0
congo (kinshasa),06/02/20,0
congo (kinshasa),07/02/20,0
congo (kinshasa),08/02/20,0
congo (kinshasa),09/02/20,0
congo (kinshasa),10/02/20,0
congo (kinshasa),11/02/20,0
congo (kinshasa),12/02/20,0
congo (kinshasa),13/02/20,0
congo (kinshasa),14/02/20,0
congo (kinshasa),15/02/20,0
congo (kinshasa),16/02/20,0
congo (kinshasa),17/02/20,0
congo (kinshasa),18/02/20,0
congo (kinshasa),19/02/20,0
congo (kinshasa),20/02/20,0
congo (kinshasa),21/02/20,0
congo (kinshasa),22/02/20,0
congo (kinshasa),23/02/20,0
congo (kinshasa),24/02/20,0
congo (kinshasa),25/02/20,0
congo (kinshasa),26/02/20,0
congo (kinshasa),27/02/20,0
congo (kinshasa),28/02/20,0
congo (kinshasa),29/02/20,0
congo (kinshasa),01/03/20,0
congo (kinshasa),02/03/20,0
congo (kinshasa),03/03/20,0
congo (kinshasa),04/03/20,0
congo (kinshasa),05/03/20,0
congo (kinshasa),06/03/20,0
congo (kinshasa),07/03/20,0
congo (kinshasa),08/03/20,0
costa rica,22/01/20,0
costa rica,23/01/20,0
costa rica,24/01/20,0
costa rica,25/01/20,0
costa rica,26/01/20,0
costa rica,27/01/20,0
costa rica,28/01/20,0
costa rica,29/01/20,0
costa rica,30/01/20,0
costa rica,31/01/20,0
costa rica,01/02/20,0
costa rica,02/02/20,0
costa rica,03/02/20,0
costa rica,04/02/20,0
costa rica,05/02/20,0
costa rica,06/02/20,0
costa rica,07/02/20,0
costa rica,08/02/20,0
costa rica,09/02/20,0
costa rica,10/02/20,0
costa rica,11/02/20,0
costa rica,12/02/20,0
costa rica,13/02/20,0
costa rica,14/02/20,0
costa rica,15/02/20,0
costa rica,16/02/20,0
costa rica,17/02/20,0
costa rica,18/02/20,0
costa rica,19/02/20,0
costa rica,20/02/20,0
costa rica,21/02/20,0
costa rica,22/02/20,0
costa rica,23/02/20,0
costa rica,24/02/20,0
costa rica,25/02/20,0
costa rica,26/02/20,0
costa rica,27/02/20,0
costa rica,28/02/20,0
costa rica,29/02/20,0
costa rica,01/03/20,0
costa rica,02/03/20,0
costa rica,03/03/20,0
costa rica,04/03/20,0
costa rica,05/03/20,0
costa rica,06/03/20,1
costa rica,07/03/20,1
costa rica,08/03/20,5
costa rica,09/03/20,9
costa rica,10/03/20,9
costa rica,11/03/20,13
costa rica,12/03/20,22
costa rica,13/03/20,23
costa rica,14/03/20,26
costa rica,15/03/20,27
costa rica,16/03/20,35
costa rica,17/03/20,41
costa rica,18/03/20,50
costa rica,19/03/20,69
costa rica,20/03/20,89
costa rica,21/03/20,117
costa rica,22/03/20,134
costa rica,23/03/20,158
costa rica,24/03/20,177
costa rica,25/03/20,201
costa rica,26/03/20,231
costa rica,27/03/20,263
costa rica,28/03/20,295
costa rica,29/03/20,314
costa rica,30/03/20,330
costa rica,31/03/20,347
costa rica,01/04/20,375
costa rica,02/04/20,396
costa rica,03/04/20,416
costa rica,04/04/20,435
costa rica,05/04/20,454
costa rica,06/04/20,467
costa rica,07/04/20,483
cote d'ivoire,22/01/20,0
cote d'ivoire,23/01/20,0
cote d'ivoire,24/01/20,0
cote d'ivoire,25/01/20,0
cote d'ivoire,26/01/20,0
cote d'ivoire,27/01/20,0
cote d'ivoire,28/01/20,0
cote d'ivoire,29/01/20,0
cote d'ivoire,30/01/20,0
cote d'ivoire,31/01/20,0
cote d'ivoire,01/02/20,0
cote d'ivoire,02/02/20,0
cote d'ivoire,03/02/20,0
cote d'ivoire,04/02/20,0
cote d'ivoire,05/02/20,0
cote d'ivoire,06/02/20,0
cote d'ivoire,07/02/20,0
cote d'ivoire,08/02/20,0
cote d'ivoire,09/02/20,0
cote d'ivoire,10/02/20,0
cote d'ivoire,11/02/20,0
cote d'ivoire,12/02/20,0
cote d'ivoire,13/02/20,0
cote d'ivoire,14/02/20,0
cote d'ivoire,15/02/20,0
cote d'ivoire,16/02/20,0
cote d'ivoire,17/02/20,0
cote d'ivoire,18/02/20,0
cote d'ivoire,19/02/20,0
cote d'ivoire,20/02/20,0
cote d'ivoire,21/02/20,0
cote d'ivoire,22/02/20,0
cote d'ivoire,23/02/20,0
cote d'ivoire,24/02/20,0
cote d'ivoire,25/02/20,0
cote d'ivoire,26/02/20,0
cote d'ivoire,27/02/20,0
cote d'ivoire,28/02/20,0
cote d'ivoire,29/02/20,0
cote d'ivoire,01/03/20,0
cote d'ivoire,02/03/20,0
cote d'ivoire,03/03/20,0
cote d'ivoire,04/03/20,0
cote d'ivoire,05/03/20,0
cote d'ivoire,06/03/20,0
cote d'ivoire,07/03/20,0
cote d'ivoire,08/03/20,0
cote d'ivoire,09/03/20,0
cote d'ivoire,10/03/20,0
cote d'ivoire,11/03/20,1
cote d'ivoire,12/03/20,1
cote d'ivoire,13/03/20,1
cote d'ivoire,14/03/20,1
cote d'ivoire,15/03/20,1
cote d'ivoire,16/03/20,1
cote d'ivoire,17/03/20,5
cote d'ivoire,18/03/20,6
cote d'ivoire,19/03/20,9
cote d'ivoire,20/03/20,9
cote d'ivoire,21/03/20,14
cote d'ivoire,22/03/20,14
cote d'ivoire,23/03/20,25
cote d'ivoire,24/03/20,73
cote d'ivoire,25/03/20,80
cote d'ivoire,26/03/20,96
cote d'ivoire,27/03/20,101
cote d'ivoire,28/03/20,101
cote d'ivoire,29/03/20,165
cote d'ivoire,30/03/20,168
cote d'ivoire,31/03/20,179
cote d'ivoire,01/04/20,190
cote d'ivoire,02/04/20,194
cote d'ivoire,03/04/20,218
cote d'ivoire,04/04/20,245
cote d'ivoire,05/04/20,261
cote d'ivoire,06/04/20,323
cote d'ivoire,07/04/20,349
croatia,22/01/20,0
croatia,23/01/20,0
croatia,24/01/20,0
croatia,25/01/20,0
croatia,26/01/20,0
croatia,27/01/20,0
croatia,28/01/20,0
croatia,29/01/20,0
croatia,30/01/20,0
croatia,31/01/20,0
croatia,01/02/20,0
croatia,02/02/20,0
croatia,03/02/20,0
croatia,04/02/20,0
croatia,05/02/20,0
croatia,06/02/20,0
croatia,07/02/20,0
croatia,08/02/20,0
croatia,09/02/20,0
croatia,10/02/20,0
croatia,11/02/20,0
croatia,12/02/20,0
croatia,13/02/20,0
croatia,14/02/20,0
croatia,15/02/20,0
croatia,16/02/20,0
croatia,17/02/20,0
croatia,18/02/20,0
croatia,19/02/20,0
croatia,20/02/20,0
croatia,21/02/20,0
croatia,22/02/20,0
croatia,23/02/20,0
croatia,24/02/20,0
croatia,25/02/20,1
croatia,26/02/20,3
croatia,27/02/20,3
croatia,28/02/20,5
croatia,29/02/20,6
croatia,01/03/20,7
croatia,02/03/20,7
croatia,03/03/20,9
croatia,04/03/20,10
croatia,05/03/20,10
croatia,06/03/20,11
croatia,07/03/20,12
croatia,08/03/20,12
croatia,09/03/20,12
croatia,10/03/20,14
croatia,11/03/20,19
croatia,12/03/20,19
croatia,13/03/20,32
croatia,14/03/20,38
croatia,15/03/20,49
croatia,16/03/20,57
croatia,17/03/20,65
croatia,18/03/20,81
croatia,19/03/20,105
croatia,20/03/20,128
croatia,21/03/20,206
croatia,22/03/20,254
croatia,23/03/20,315
croatia,24/03/20,382
croatia,25/03/20,442
croatia,26/03/20,495
croatia,27/03/20,586
croatia,28/03/20,657
croatia,29/03/20,713
croatia,30/03/20,790
croatia,31/03/20,867
croatia,01/04/20,963
croatia,02/04/20,1011
croatia,03/04/20,1079
croatia,04/04/20,1126
croatia,05/04/20,1182
croatia,06/04/20,1222
croatia,07/04/20,1282
cruise ship,22/01/20,0
cruise ship,23/01/20,0
cruise ship,24/01/20,0
cruise ship,25/01/20,0
cruise ship,26/01/20,0
cruise ship,27/01/20,0
cruise ship,28/01/20,0
cruise ship,29/01/20,0
cruise ship,30/01/20,0
cruise ship,31/01/20,0
cruise ship,01/02/20,0
cruise ship,02/02/20,0
cruise ship,03/02/20,0
cruise ship,04/02/20,0
cruise ship,05/02/20,0
cruise ship,06/02/20,0
cruise ship,07/02/20,61
cruise ship,08/02/20,61
cruise ship,09/02/20,64
cruise ship,10/02/20,135
cruise ship,11/02/20,135
cruise ship,12/02/20,175
cruise ship,13/02/20,175
cruise ship,14/02/20,218
cruise ship,15/02/20,285
cruise ship,16/02/20,355
cruise ship,17/02/20,454
cruise ship,18/02/20,542
cruise ship,19/02/20,621
cruise ship,20/02/20,634
cruise ship,21/02/20,634
cruise ship,22/02/20,634
cruise ship,23/02/20,691
cruise ship,24/02/20,691
cruise ship,25/02/20,691
cruise ship,26/02/20,705
cruise ship,27/02/20,705
cruise ship,28/02/20,705
cruise ship,29/02/20,705
cruise ship,01/03/20,705
cruise ship,02/03/20,705
cruise ship,03/03/20,706
cruise ship,04/03/20,706
cruise ship,05/03/20,706
cruise ship,06/03/20,696
cruise ship,07/03/20,696
cruise ship,08/03/20,696
cuba,22/01/20,0
cuba,23/01/20,0
cuba,24/01/20,0
cuba,25/01/20,0
cuba,26/01/20,0
cuba,27/01/20,0
cuba,28/01/20,0
cuba,29/01/20,0
cuba,30/01/20,0
cuba,31/01/20,0
cuba,01/02/20,0
cuba,02/02/20,0
cuba,03/02/20,0
cuba,04/02/20,0
cuba,05/02/20,0
cuba,06/02/20,0
cuba,07/02/20,0
cuba,08/02/20,0
cuba,09/02/20,0
cuba,10/02/20,0
cuba,11/02/20,0
cuba,12/02/20,0
cuba,13/02/20,0
cuba,14/02/20,0
cuba,15/02/20,0
cuba,16/02/20,0
cuba,17/02/20,0
cuba,18/02/20,0
cuba,19/02/20,0
cuba,20/02/20,0
cuba,21/02/20,0
cuba,22/02/20,0
cuba,23/02/20,0
cuba,24/02/20,0
cuba,25/02/20,0
cuba,26/02/20,0
cuba,27/02/20,0
cuba,28/02/20,0
cuba,29/02/20,0
cuba,01/03/20,0
cuba,02/03/20,0
cuba,03/03/20,0
cuba,04/03/20,0
cuba,05/03/20,0
cuba,06/03/20,0
cuba,07/03/20,0
cuba,08/03/20,0
cuba,09/03/20,0
cuba,10/03/20,0
cuba,11/03/20,0
cuba,12/03/20,3
cuba,13/03/20,4
cuba,14/03/20,4
cuba,15/03/20,4
cuba,16/03/20,4
cuba,17/03/20,5
cuba,18/03/20,7
cuba,19/03/20,11
cuba,20/03/20,16
cuba,21/03/20,21
cuba,22/03/20,35
cuba,23/03/20,40
cuba,24/03/20,48
cuba,25/03/20,57
cuba,26/03/20,67
cuba,27/03/20,80
cuba,28/03/20,119
cuba,29/03/20,139
cuba,30/03/20,170
cuba,31/03/20,186
cuba,01/04/20,212
cuba,02/04/20,233
cuba,03/04/20,269
cuba,04/04/20,288
cuba,05/04/20,320
cuba,06/04/20,350
cuba,07/04/20,396
cyprus,22/01/20,0
cyprus,23/01/20,0
cyprus,24/01/20,0
cyprus,25/01/20,0
cyprus,26/01/20,0
cyprus,27/01/20,0
cyprus,28/01/20,0
cyprus,29/01/20,0
cyprus,30/01/20,0
cyprus,31/01/20,0
cyprus,01/02/20,0
cyprus,02/02/20,0
cyprus,03/02/20,0
cyprus,04/02/20,0
cyprus,05/02/20,0
cyprus,06/02/20,0
cyprus,07/02/20,0
cyprus,08/02/20,0
cyprus,09/02/20,0
cyprus,10/02/20,0
cyprus,11/02/20,0
cyprus,12/02/20,0
cyprus,13/02/20,0
cyprus,14/02/20,0
cyprus,15/02/20,0
cyprus,16/02/20,0
cyprus,17/02/20,0
cyprus,18/02/20,0
cyprus,19/02/20,0
cyprus,20/02/20,0
cyprus,21/02/20,0
cyprus,22/02/20,0
cyprus,23/02/20,0
cyprus,24/02/20,0
cyprus,25/02/20,0
cyprus,26/02/20,0
cyprus,27/02/20,0
cyprus,28/02/20,0
cyprus,29/02/20,0
cyprus,01/03/20,0
cyprus,02/03/20,0
cyprus,03/03/20,0
cyprus,04/03/20,0
cyprus,05/03/20,0
cyprus,06/03/20,0
cyprus,07/03/20,0
cyprus,08/03/20,0
cyprus,09/03/20,2
cyprus,10/03/20,3
cyprus,11/03/20,6
cyprus,12/03/20,6
cyprus,13/03/20,14
cyprus,14/03/20,26
cyprus,15/03/20,26
cyprus,16/03/20,33
cyprus,17/03/20,46
cyprus,18/03/20,49
cyprus,19/03/20,67
cyprus,20/03/20,67
cyprus,21/03/20,84
cyprus,22/03/20,95
cyprus,23/03/20,116
cyprus,24/03/20,124
cyprus,25/03/20,132
cyprus,26/03/20,146
cyprus,27/03/20,162
cyprus,28/03/20,179
cyprus,29/03/20,214
cyprus,30/03/20,230
cyprus,31/03/20,262
cyprus,01/04/20,320
cyprus,02/04/20,356
cyprus,03/04/20,396
cyprus,04/04/20,426
cyprus,05/04/20,446
cyprus,06/04/20,465
cyprus,07/04/20,494
czechia,22/01/20,0
czechia,23/01/20,0
czechia,24/01/20,0
czechia,25/01/20,0
czechia,26/01/20,0
czechia,27/01/20,0
czechia,28/01/20,0
czechia,29/01/20,0
czechia,30/01/20,0
czechia,31/01/20,0
czechia,01/02/20,0
czechia,02/02/20,0
czechia,03/02/20,0
czechia,04/02/20,0
czechia,05/02/20,0
czechia,06/02/20,0
czechia,07/02/20,0
czechia,08/02/20,0
czechia,09/02/20,0
czechia,10/02/20,0
czechia,11/02/20,0
czechia,12/02/20,0
czechia,13/02/20,0
czechia,14/02/20,0
czechia,15/02/20,0
czechia,16/02/20,0
czechia,17/02/20,0
czechia,18/02/20,0
czechia,19/02/20,0
czechia,20/02/20,0
czechia,21/02/20,0
czechia,22/02/20,0
czechia,23/02/20,0
czechia,24/02/20,0
czechia,25/02/20,0
czechia,26/02/20,0
czechia,27/02/20,0
czechia,28/02/20,0
czechia,29/02/20,0
czechia,01/03/20,3
czechia,02/03/20,3
czechia,03/03/20,5
czechia,04/03/20,8
czechia,05/03/20,12
czechia,06/03/20,18
czechia,07/03/20,19
czechia,08/03/20,31
czechia,09/03/20,31
czechia,10/03/20,41
czechia,11/03/20,91
czechia,12/03/20,94
czechia,13/03/20,141
czechia,14/03/20,189
czechia,15/03/20,253
czechia,16/03/20,298
czechia,17/03/20,396
czechia,18/03/20,464
czechia,19/03/20,694
czechia,20/03/20,833
czechia,21/03/20,995
czechia,22/03/20,1120
czechia,23/03/20,1236
czechia,24/03/20,1394
czechia,25/03/20,1654
czechia,26/03/20,1925
czechia,27/03/20,2279
czechia,28/03/20,2631
czechia,29/03/20,2817
czechia,30/03/20,3001
czechia,31/03/20,3308
czechia,01/04/20,3508
czechia,02/04/20,3858
czechia,03/04/20,4091
czechia,04/04/20,4472
czechia,05/04/20,4587
czechia,06/04/20,4822
czechia,07/04/20,5017
denmark,22/01/20,0
denmark,23/01/20,0
denmark,24/01/20,0
denmark,25/01/20,0
denmark,26/01/20,0
denmark,27/01/20,0
denmark,28/01/20,0
denmark,29/01/20,0
denmark,30/01/20,0
denmark,31/01/20,0
denmark,01/02/20,0
denmark,02/02/20,0
denmark,03/02/20,0
denmark,04/02/20,0
denmark,05/02/20,0
denmark,06/02/20,0
denmark,07/02/20,0
denmark,08/02/20,0
denmark,09/02/20,0
denmark,10/02/20,0
denmark,11/02/20,0
denmark,12/02/20,0
denmark,13/02/20,0
denmark,14/02/20,0
denmark,15/02/20,0
denmark,16/02/20,0
denmark,17/02/20,0
denmark,18/02/20,0
denmark,19/02/20,0
denmark,20/02/20,0
denmark,21/02/20,0
denmark,22/02/20,0
denmark,23/02/20,0
denmark,24/02/20,0
denmark,25/02/20,0
denmark,26/02/20,0
denmark,27/02/20,1
denmark,28/02/20,1
denmark,29/02/20,3
denmark,01/03/20,4
denmark,02/03/20,4
denmark,03/03/20,6
denmark,04/03/20,11
denmark,05/03/20,11
denmark,06/03/20,24
denmark,07/03/20,24
denmark,08/03/20,37
denmark,09/03/20,92
denmark,10/03/20,264
denmark,11/03/20,444
denmark,12/03/20,617
denmark,13/03/20,804
denmark,14/03/20,836
denmark,15/03/20,875
denmark,16/03/20,933
denmark,17/03/20,1025
denmark,18/03/20,1116
denmark,19/03/20,1225
denmark,20/03/20,1337
denmark,21/03/20,1420
denmark,22/03/20,1514
denmark,23/03/20,1572
denmark,24/03/20,1718
denmark,25/03/20,1862
denmark,26/03/20,2023
denmark,27/03/20,2200
denmark,28/03/20,2366
denmark,29/03/20,2564
denmark,30/03/20,2755
denmark,31/03/20,3039
denmark,01/04/20,3290
denmark,02/04/20,3573
denmark,03/04/20,3946
denmark,04/04/20,4269
denmark,05/04/20,4561
denmark,06/04/20,4875
denmark,07/04/20,5266
diamond princess,09/03/20,706
diamond princess,10/03/20,706
diamond princess,11/03/20,706
diamond princess,12/03/20,706
diamond princess,13/03/20,706
diamond princess,14/03/20,706
diamond princess,15/03/20,706
diamond princess,16/03/20,706
diamond princess,17/03/20,706
diamond princess,18/03/20,712
diamond princess,19/03/20,712
diamond princess,20/03/20,712
diamond princess,21/03/20,712
diamond princess,22/03/20,712
diamond princess,23/03/20,712
diamond princess,24/03/20,712
diamond princess,25/03/20,712
diamond princess,26/03/20,712
diamond princess,27/03/20,712
diamond princess,28/03/20,712
diamond princess,29/03/20,712
diamond princess,30/03/20,712
diamond princess,31/03/20,712
diamond princess,01/04/20,712
diamond princess,02/04/20,712
diamond princess,03/04/20,712
diamond princess,04/04/20,712
diamond princess,05/04/20,712
diamond princess,06/04/20,712
diamond princess,07/04/20,712
djibouti,22/01/20,0
djibouti,23/01/20,0
djibouti,24/01/20,0
djibouti,25/01/20,0
djibouti,26/01/20,0
djibouti,27/01/20,0
djibouti,28/01/20,0
djibouti,29/01/20,0
djibouti,30/01/20,0
djibouti,31/01/20,0
djibouti,01/02/20,0
djibouti,02/02/20,0
djibouti,03/02/20,0
djibouti,04/02/20,0
djibouti,05/02/20,0
djibouti,06/02/20,0
djibouti,07/02/20,0
djibouti,08/02/20,0
djibouti,09/02/20,0
djibouti,10/02/20,0
djibouti,11/02/20,0
djibouti,12/02/20,0
djibouti,13/02/20,0
djibouti,14/02/20,0
djibouti,15/02/20,0
djibouti,16/02/20,0
djibouti,17/02/20,0
djibouti,18/02/20,0
djibouti,19/02/20,0
djibouti,20/02/20,0
djibouti,21/02/20,0
djibouti,22/02/20,0
djibouti,23/02/20,0
djibouti,24/02/20,0
djibouti,25/02/20,0
djibouti,26/02/20,0
djibouti,27/02/20,0
djibouti,28/02/20,0
djibouti,29/02/20,0
djibouti,01/03/20,0
djibouti,02/03/20,0
djibouti,03/03/20,0
djibouti,04/03/20,0
djibouti,05/03/20,0
djibouti,06/03/20,0
djibouti,07/03/20,0
djibouti,08/03/20,0
djibouti,09/03/20,0
djibouti,10/03/20,0
djibouti,11/03/20,0
djibouti,12/03/20,0
djibouti,13/03/20,0
djibouti,14/03/20,0
djibouti,15/03/20,0
djibouti,16/03/20,0
djibouti,17/03/20,0
djibouti,18/03/20,1
djibouti,19/03/20,1
djibouti,20/03/20,1
djibouti,21/03/20,1
djibouti,22/03/20,1
djibouti,23/03/20,3
djibouti,24/03/20,3
djibouti,25/03/20,11
djibouti,26/03/20,11
djibouti,27/03/20,12
djibouti,28/03/20,14
djibouti,29/03/20,18
djibouti,30/03/20,18
djibouti,31/03/20,30
djibouti,01/04/20,33
djibouti,02/04/20,40
djibouti,03/04/20,49
djibouti,04/04/20,50
djibouti,05/04/20,59
djibouti,06/04/20,90
djibouti,07/04/20,90
dominica,22/01/20,0
dominica,23/01/20,0
dominica,24/01/20,0
dominica,25/01/20,0
dominica,26/01/20,0
dominica,27/01/20,0
dominica,28/01/20,0
dominica,29/01/20,0
dominica,30/01/20,0
dominica,31/01/20,0
dominica,01/02/20,0
dominica,02/02/20,0
dominica,03/02/20,0
dominica,04/02/20,0
dominica,05/02/20,0
dominica,06/02/20,0
dominica,07/02/20,0
dominica,08/02/20,0
dominica,09/02/20,0
dominica,10/02/20,0
dominica,11/02/20,0
dominica,12/02/20,0
dominica,13/02/20,0
dominica,14/02/20,0
dominica,15/02/20,0
dominica,16/02/20,0
dominica,17/02/20,0
dominica,18/02/20,0
dominica,19/02/20,0
dominica,20/02/20,0
dominica,21/02/20,0
dominica,22/02/20,0
dominica,23/02/20,0
dominica,24/02/20,0
dominica,25/02/20,0
